stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding,parent_station,platform_code
B02362P,,Masjid Nur Alimin 1,,-6.302557,106.91772,1,,0,2,,
B02363P,,Masjid Nur Alimin 2,,-6.302584,106.91756,1,,0,2,,
B02364P,,Masjid Nurul Falah,,-6.257714,106.81326,1,,0,2,,
B02365P,,Masjid Nurul Falah Ragunan,,-6.301357,106.82121,1,,0,2,,
B02367P,,Masjid Nurul Iman Cilangkap,,-6.341431,106.90495,1,,0,2,,
B02368P,,Masjid Nurul Iman Joglo,,-6.21731,106.76208,1,,0,2,,
B02369P,,Masjid Nurul Iman Kubur Batu,,-6.197613,106.74443,1,,0,2,,
B02370P,,Masjid Nurul Istiqomah Pegadungan,,-6.129558,106.70437,1,,0,2,,
B02371P,,Masjid Nurul Jannah Marunda,,-6.119283,106.95712,1,,0,2,,
B02372P,,Masjid Nururrohman Pondok Kopi,,-6.218564,106.94447,1,,0,2,,
B02373P,,Masjid Pondok Indah 1,,-6.261581,106.78234,1,,0,2,,
B02374P,,Masjid Pondok Indah 2,,-6.261469,106.78201,1,,0,2,,
B02375P,,Masjid Raya Al Arraf Sukapura,,-6.145395,106.92281,1,,0,2,,
B02376P,,Masjid Raya Al Musyawarah Kelapa Gading,,-6.154777,106.9091,1,,0,2,,
B02377P,,Masjid Raya Al Musyawarah Kelapa Gading 1,,-6.154881,106.91055,1,,0,2,,
B02378P,,Masjid Raya Al Musyawarah Kelapa Gading 2,,-6.155338,106.90963,1,,0,2,,
B02379P,,Masjid Raya KH Hasyim Asyari,,-6.159272,106.71708,1,,0,2,,
B02380P,,Masjid Raya Nurul Hidayah,,-6.253434,106.77626,1,,0,2,,
B02381P,,Masjid Safinatul Husna,,-6.138183,106.71594,1,,0,2,,
B02382P,,Masjid Syariful Azhar Sawah Besar,,-6.14261,106.82655,1,,0,2,,
B02385P,,Maspion Plaza,,-6.141539,106.83352,1,,0,2,,
B02386P,,Matraman 3,,-6.200407,106.85452,1,,0,2,,
B02387P,,Matraman 4,,-6.199782,106.8545,1,,0,2,,
B02389P,,Mayang Permai,,-6.116421,106.75963,1,,0,2,,
B02391P,,Mayestik 1,,-6.242041,106.79116,1,,0,2,,
B02394P,,Mediterania Boulevard,,-6.116048,106.76505,1,,0,2,,
B02395P,,Mediterania Garden Residences,,-6.173818,106.7882,1,,0,2,,
B02396P,,Mega Kuningan,,-6.224556,106.82677,1,,0,2,,
B02397P,,Mega Mall Bekasi,,-6.250287,106.992,1,,0,2,,
B02398P,,Mega Syariah,,-6.228294,106.83335,1,,0,2,,
B02399P,,Megaria,,-6.200045,106.84456,1,,0,2,,
B02402P,,Megatama,,-6.2473,106.91049,1,,0,2,,
B02404P,,Melati Mas Residence 1,,-6.271343,106.65549,1,,0,2,,
B02405P,,Melati Mas Residence 2,,-6.271291,106.65563,1,,0,2,,
B02406P,,Melawai Plaza,,-6.245853,106.80285,1,,0,2,,
B02407P,,Menara Air Manggarai Selatan,,-6.219086,106.852119,1,,0,2,,
B02408P,,Menara Astra,,-6.207361,106.8219,1,,0,2,,
B02409P,,Menara Bidakara,,-6.242012,106.84064,1,,0,2,,
B02410P,,Menara Cardig,,-6.251608,106.8804,1,,0,2,,
B02411P,,Menara Duta,,-6.208617,106.82986,1,,0,2,,
B02412P,,Menara Karya,,-6.232869,106.83167,1,,0,2,,
B02413P,,Menara Kelapa Gading,,-6.168901,106.91591,1,,0,2,,
B02414P,,Menara Mandiri,,-6.223667,106.8071,1,,0,2,,
B02416P,,Menara Mulia,,-6.225452,106.81678,1,,0,2,,
B02417P,,Menara Pejompongan,,-6.203753,106.80224,1,,0,2,,
B02420P,,Menara Thamrin,,-6.185275,106.82291,1,,0,2,,
B02422P,,Menteng 1,,-6.19851,106.82835,1,,0,2,,
B02423P,,Menteng 2,,-6.198706,106.82843,1,,0,2,,
B02426P,,Merpati,,-6.232175,106.84496,1,,0,2,,
B02427P,,Meruya Taman Aries,,-6.19167,106.74536,1,,0,2,,
B02428P,,Mesindo Tekninesia,,-6.153416,106.95539,1,,0,2,,
B02429P,,Mesjid Nurul Huda Kebagusan,,-6.314214,106.82536,1,,0,2,,
B02425P,,Sbr. Kanisius,,-6.185519,106.83586,1,,0,2,,
B02393P,,MBAU,,-6.245829,106.8428,1,,0,2,,
B02430P,,Mess Perwira Cendrawasih,,-6.252291,106.88403,1,,0,2,,
B02431P,,Mess Polwan Esthi Bhakti Warapsari,,-6.206804,106.81026,1,,0,2,,
B02432P,,Mess Wirayudha 1,,-6.241569,106.88041,1,,0,2,,
B02433P,,Mess Wirayudha 2,,-6.242076,106.88072,1,,0,2,,
B02434P,,Metric PIK,,-6.114346,106.75527,1,,0,2,,
B02435P,,Metro Pondok Indah,,-6.265966,106.78347,1,,0,2,,
B02437P,,MGK Kemayoran,,-6.153437,106.84753,1,,0,2,,
B02438P,,MI Al Ihsan Batu Ampar,,-6.272358,106.86511,1,,0,2,,
B02439P,,MI Arruhaniyah Rorotan,,-6.135438,106.96744,1,,0,2,,
B02440P,,MI Attarbiyatuddiniyah,,-6.358236,106.87413,1,,0,2,,
B02441P,,MI Imadun Najah Rorotan,,-6.149081,106.95582,1,,0,2,,
B02443P,,Midi Utama Cililitan 1,,-6.264014,106.86929,1,,0,2,,
B02444P,,Midi Utama Cililitan 2,,-6.264028,106.86962,1,,0,2,,
B02445P,,Midi Utama Condet Raya,,-6.275675,106.85596,1,,0,2,,
B02446P,,Midi Utama Danau Indah,,-6.150877,106.87961,1,,0,2,,
B02447P,,Midi Utama Green Ville,,-6.172228,106.77685,1,,0,2,,
B02448P,,Midi Utama H. Lebar 1,,-6.2002,106.73196,1,,0,2,,
B02449P,,Midi Utama H. Lebar 2,,-6.200321,106.73181,1,,0,2,,
B02450P,,Midi Utama Meruya Selatan 1,,-6.212562,106.73772,1,,0,2,,
B02451P,,Midi Utama Meruya Selatan 2,,-6.212464,106.73767,1,,0,2,,
B02452P,,Midi Utama Rorotan,,-6.144886,106.95626,1,,0,2,,
B02453P,,MIN 20 Jakarta,,-6.122697,106.95723,1,,0,2,,
B02454P,,MIN 8 Srengseng Sawah,,-6.335943,106.82628,1,,0,2,,
B02455P,,Minagapura,,-6.214979,106.7345,1,,0,2,,
B02456P,,Minangkabau,,-6.214104,106.84341,1,,0,2,,
B02457P,,Minimarket Benda Raya 1,,-6.104146,106.70914,1,,0,2,,
B02458P,,Minimarket Benda Raya 2,,-6.10425,106.70862,1,,0,2,,
B02460P,,Minimarket Kemanggisan 1,,-6.193882,106.78631,1,,0,2,,
B02461P,,Minimarket Kemanggisan 2,,-6.193859,106.78638,1,,0,2,,
B02462P,,Minimarket Pondok Kelapa,,-6.228617,106.93539,1,,0,2,,
B02463P,,Minimarket Pondok Kopi,,-6.218369,106.93956,1,,0,2,,
B02464P,,Minimarket Rorotan 2,,-6.141598,106.95607,1,,0,2,,
B02465P,,Minimarket Sunter Jaya 2,,-6.154491,106.86168,1,,0,2,,
B02466P,,Minimarket Warakas 3,,-6.119336,106.8772,1,,0,2,,
B02467P,,Mitra 10 Meruya Ilir,,-6.196032,106.75605,1,,0,2,,
B02468P,,Mitra Gading Villa,,-6.144694,106.90375,1,,0,2,,
B02469P,,Mitra Sunter,,-6.149995,106.88648,1,,0,2,,
B02471P,,MNC Studios,,-6.190376,106.76625,1,,0,2,,
B02472P,,Moch Yusuf Raya 1,,-6.379631,106.84094,1,,0,2,,
B02473P,,Moch Yusuf Raya 2,,-6.379677,106.84152,1,,0,2,,
B02474P,,MOI Kelapa Gading,,-6.15082,106.88904,1,,0,2,,
B02475P,,Monas 1,,-6.172531,106.82315,1,,0,2,,
B02478P,,Monumen Pancasila Sakti,,-6.284861,106.90456,1,,0,2,,
B02479P,,Monumen Pancasila Sakti 2,,-6.286381,106.90506,1,,0,2,,
B02482P,,MTsN 19,,-6.304793,106.8017,1,,0,2,,
B02483P,,MTsN 20 Jakarta,,-6.205197,106.95983,1,,0,2,,
B02484P,,MTsN 3 Jakarta,,-6.282959,106.77181,1,,0,2,,
B02485P,,MTsN 37,,-6.09791,106.70237,1,,0,2,,
B02486P,,MTsN 38,,-6.158498,106.95721,1,,0,2,,
B02487P,,MTsN 4 Jakarta,,-6.34464,106.82613,1,,0,2,,
B02488P,,MTsN 5,,-6.103478,106.93916,1,,0,2,,
B02489P,,Muara Angke,,-6.110009,106.77471,1,,0,2,,
B02490P,,Muara Dalam,,-6.304439,106.85088,1,,0,2,,
B02491P,,Muara Jaya Cipinang Muara III,,-6.218829,106.89241,1,,0,2,,
B02492P,,Muara Karang Raya,,-6.116812,106.78016,1,,0,2,,
B02494P,,Multivision Tower,,-6.212282,106.83292,1,,0,2,,
B02495P,,Munggang 1,,-6.276272,106.85299,1,,0,2,,
B02496P,,Munggang 2,,-6.276306,106.85291,1,,0,2,,
B02497P,,Museum Bahari 1,,-6.127695,106.80845,1,,0,2,,
B02498P,,Museum Bahari 2,,-6.127783,106.80804,1,,0,2,,
B02499P,,Museum Bank Indonesia,,-6.137242,106.81332,1,,0,2,,
B02502P,,Museum Nasional Visible Storage,,-6.307188,106.89653,1,,0,2,,
B02503P,,Museum Proklamasi,,-6.200007,106.83113,1,,0,2,,
B02504P,,Museum Satria Mandala,,-6.230525,106.81963,1,,0,2,,
B02505P,,Museum Textile,,-6.188656,106.80954,1,,0,2,,
B02506P,,Mushola Al Achyar Cipete,,-6.262158,106.80415,1,,0,2,,
B02508P,,Mushola Al Hidayah Batu Ampar,,-6.274675,106.86059,1,,0,2,,
B02509P,,Mushola Al Hidayah Bukit Duri,,-6.222424,106.85522,1,,0,2,,
B02510P,,Mushola Al Jihad Perintis Kemerdekaan,,-6.173541,106.89171,1,,0,2,,
B02511P,,Mushola Al Mubarok,,-6.23918,106.75254,1,,0,2,,
B02512P,,Mushola Al Muhajirin Cibubur,,-6.360526,106.87535,1,,0,2,,
B02513P,,Mushola Almujtahida Rorotan,,-6.14607,106.95648,1,,0,2,,
B02514P,,Mushola As Salam Batu Ampar,,-6.271313,106.86033,1,,0,2,,
B02515P,,Mushola At Taufiq,,-6.261415,106.86704,1,,0,2,,
B02516P,,Mushola Baitul Qorib,,-6.153817,106.80799,1,,0,2,,
B02517P,,Mushola Nurul Huda Petukangan,,-6.247018,106.75185,1,,0,2,,
B02476P,,Monas 2,,-6.175999,106.82311,1,,0,2,,
B02477P,,Monas 3,,-6.178787,106.82304,1,,0,2,,
B02518P,,Musholla Al Mukhlisin 1,,-6.127835,106.9179,1,,0,2,,
B02519P,,Musholla Al Mukhlisin 2,,-6.127774,106.91799,1,,0,2,,
B02520P,,Musholla Darussalam 1,,-6.292685,106.90081,1,,0,2,,
B02521P,,Musholla Darussalam 2,,-6.292949,106.90079,1,,0,2,,
B02522P,,Musholla Guru Saenan,,-6.22191,106.90469,1,,0,2,,
B02524P,,Musholla Nurul Hikmah Bulak Ringin,,-6.353984,106.87366,1,,0,2,,
B02525P,,Mutiara Pulo Dukuh,,-6.302629,106.87781,1,,0,2,,
B02527P,,Nabawi Islamic School,,-6.205542,106.89008,1,,0,2,,
B02528P,,Naga Ciracas,,-6.331233,106.86725,1,,0,2,,
B02529P,,Naga Jatiwaringin,,-6.248395,106.90784,1,,0,2,,
B02530P,,Naga Raya Duren Sawit,,-6.224769,106.91146,1,,0,2,,
B02532P,,Nifarro Park,,-6.263007,106.84332,1,,0,2,,
B02533P,,Nizamia Andalusia,,-6.307781,106.8977,1,,0,2,,
B02534P,,Nurul Fikri Buaran,,-6.220706,106.91798,1,,0,2,,
B02535P,,Nusantara,,-6.227142,106.88136,1,,0,2,,
B02536P,,Olieku Jln. Aries Permai,,-6.197188,106.74819,1,,0,2,,
B02538P,,One Belpark 1,,-6.304695,106.79445,1,,0,2,,
B02539P,,One Belpark 2,,-6.303784,106.79445,1,,0,2,,
B02540P,,One Park Residences,,-6.245436,106.78844,1,,0,2,,
B02541P,,Otorita Asahan,,-6.223991,106.8159,1,,0,2,,
B02542P,,Pabrik Plastik Sawah Mede,,-6.096407,106.71066,1,,0,2,,
B02543P,,Pacuan Kuda Pulo Mas 1,,-6.179212,106.88719,1,,0,2,,
B02544P,,Pacuan Kuda Pulo Mas 2,,-6.179981,106.88736,1,,0,2,,
B02545P,,Padang Golf Halim 1,,-6.281821,106.89126,1,,0,2,,
B02546P,,Padang Golf Halim 2,,-6.281522,106.89131,1,,0,2,,
B02547P,,Pademangan WTC Mangga Dua,,-6.133347,106.83147,1,,0,2,,
B02548P,,Pajak Dan Retribusi Cakung,,-6.205256,106.9312,1,,0,2,,
B02549P,,Pajak Dan Retribusi Duren Sawit,,-6.230968,106.89767,1,,0,2,,
B02550P,,Pajak Dan Retribusi Grogol Petamburan,,-6.176435,106.7976,1,,0,2,,
B02551P,,Pakualam,,-6.232864,106.64262,1,,0,2,,
B02553P,,Pal Batu 1,,-6.224652,106.84731,1,,0,2,,
B02554P,,Pal Batu 2,,-6.224559,106.8446,1,,0,2,,
B02556P,,Palem Semi 1,,-6.218812,106.61807,1,,0,2,,
B02557P,,Palem Semi 2,,-6.220361,106.61649,1,,0,2,,
B02558P,,Pam Jaya DKI,,-6.203455,106.80794,1,,0,2,,
B02560P,,Pancoran Barat 1,,-6.241969,106.83791,1,,0,2,,
B02561P,,Pancoran Barat 2,,-6.241462,106.83808,1,,0,2,,
B02563P,,Pancoran Tugu 2,,-6.242943,106.8444,1,,0,2,,
B02564P,,Pangeran Jayakarta 1,,-6.137775,106.81766,1,,0,2,,
B02565P,,Pangeran Jayakarta 2,,-6.137528,106.81757,1,,0,2,,
B02566P,,Pangkalan Jati,,-6.24762,106.90755,1,,0,2,,
B02567P,,Pangkalan Jati 1,,-6.246775,106.90827,1,,0,2,,
B02568P,,Pangkalan Jati 2,,-6.247263,106.90777,1,,0,2,,
B02569P,,Pangkalan Keramat Semanan Raya,,-6.161376,106.70509,1,,0,2,,
B02572P,,Pansoshan Anak Putra Utama I,,-6.237027,106.91843,1,,0,2,,
B02573P,,Panti Asuhan Anak Putra Utama 1,,-6.219328,106.90499,1,,0,2,,
B02574P,,Panti Asuhan Putera Mulia,,-6.188966,106.88841,1,,0,2,,
B02576P,,Panti Sosial Bina Laras,,-6.31946,106.89013,1,,0,2,,
B02577P,,Panti Sosial Bina Laras 1,,-6.146185,106.71808,1,,0,2,,
B02578P,,Ps. Anyar Bahari,,-6.114292,106.8794,1,,0,2,,
B02579P,,Ps. Asem Reges,,-6.15812,106.82718,1,,0,2,,
B02580P,,Ps. Asemka,,-6.140507,106.81149,1,,0,2,,
B02581P,,Pasar Baru Gedung Kesenian Jakarta,,-6.166751,106.83524,1,,0,2,,
B02582P,,Pasar Baru Timur 1,,-6.162185,106.83798,1,,0,2,,
B02583P,,Ps. Bebek Marunda 1,,-6.110577,106.94804,1,,0,2,,
B02584P,,Ps. Bebek Marunda 2,,-6.111296,106.94801,1,,0,2,,
B02585P,,Ps. Benda,,-6.228043,106.91575,1,,0,2,,
B02586P,,Ps. Bintang Mas,,-6.207614,106.79025,1,,0,2,,
B02587P,,Ps. Bintang Mas 1,,-6.206829,106.79052,1,,0,2,,
B02589P,,Ps. BKT Rorotan IX,,-6.154535,106.96958,1,,0,2,,
B02591P,,Ps. Bukit Duri,,-6.217864,106.85394,1,,0,2,,
B02592P,,Ps. Bulak,,-6.21491,106.90398,1,,0,2,,
B02593P,,Ps. Bulog,,-6.189316,106.87831,1,,0,2,,
B02594P,,Ps. Cempaka Putih 1,,-6.172533,106.86244,1,,0,2,,
B02595P,,Ps. Cibubur,,-6.345631,106.87229,1,,0,2,,
B02596P,,Ps. Cipinang Kebembem,,-6.211809,106.88692,1,,0,2,,
B02597P,,Ps. Ciplak,,-6.23974,106.88002,1,,0,2,,
B02598P,,Ps. Ciplak Cibesel,,-6.236104,106.88067,1,,0,2,,
B02599P,,Ps. Cipulir,,-6.237895,106.76523,1,,0,2,,
B02600P,,Ps. Ciputat,,-6.315627,106.74688,1,,0,2,,
B02601P,,Ps. Deprok,,-6.218279,106.89455,1,,0,2,,
B02602P,,Ps. Duta Mas,,-6.150642,106.78109,1,,0,2,,
B02603P,,Ps. Enjo 1,,-6.215023,106.87779,1,,0,2,,
B02604P,,Ps. Enjo 2,,-6.214775,106.87785,1,,0,2,,
B02605P,,Ps. Enjo Pisangan Lama,,-6.211289,106.8756,1,,0,2,,
B02607P,,Ps. Gantung,,-6.17688,106.80615,1,,0,2,,
B02526P,,Mutiara Taman Palem,,-6.136859,106.73136,1,,0,2,,
B02562P,,Pancoran Soepomo,,-6.241757,106.844289,1,,0,2,,
B02559P,,Pancoran 1,,-6.246552,106.84291,1,,0,2,,
B02608P,,Ps. Gardu,,-6.289962,106.89317,1,,0,2,,
B02609P,,Ps. Gembrong Baru,,-6.179762,106.86075,1,,0,2,,
B02610P,,Ps. Glodok,,-6.143201,106.81489,1,,0,2,,
B02611P,,Ps. Hari Hari Kalideres,,-6.148242,106.70271,1,,0,2,,
B02612P,,Ps. Hek 1,,-6.286298,106.87083,1,,0,2,,
B02613P,,Ps. Hek 2,,-6.286261,106.87094,1,,0,2,,
B02614P,,Ps. Hipli Semanan,,-6.156838,106.70633,1,,0,2,,
B02615P,,Ps. Inpres Cipinang Besar,,-6.22645,106.88078,1,,0,2,,
B02616P,,Ps. Inpres Kebayoran,,-6.235633,106.78445,1,,0,2,,
B02617P,,Ps. Jelambar Polri,,-6.160652,106.77891,1,,0,2,,
B02619P,,Ps. Johar Baru,,-6.18433,106.85545,1,,0,2,,
B02620P,,Ps. Jongkok,,-6.108844,106.93442,1,,0,2,,
B02621P,,Ps. Kaget Pengadegan,,-6.249871,106.85659,1,,0,2,,
B02622P,,Ps. Kam 1,,-6.231702,106.8742,1,,0,2,,
B02623P,,Ps. Kam 2,,-6.231603,106.87402,1,,0,2,,
B02624P,,Ps. Kamal,,-6.104484,106.70706,1,,0,2,,
B02625P,,Ps. Kebayoran Lama 1,,-6.239184,106.783043,1,,0,2,,
B02626P,,Ps. Kb. Pisang,,-6.152506,106.78067,1,,0,2,,
B02627P,,Ps. Kemayoran,,-6.161032,106.8549,1,,0,2,,
B02628P,,Ps. Kembang Kb. Jeruk,,-6.206053,106.78309,1,,0,2,,
B02629P,,Ps. Kemiri 1,,-6.164976,106.74928,1,,0,2,,
B02630P,,Ps. Kemiri 2,,-6.164851,106.74934,1,,0,2,,
B02632P,,Ps. Kitara Baru,,-6.155275,106.85849,1,,0,2,,
B02633P,,Ps. Klender,,-6.212603,106.901141,1,,0,2,,
B02635P,,Ps. Kopro,,-6.176185,106.78364,1,,0,2,,
B02636P,,Ps. Kopro 2,,-6.177343,106.78369,1,,0,2,,
B02637P,,Ps. Kramat Jati 1,,-6.269058,106.86691,1,,0,2,,
B02638P,,Ps. Kramat Jati 2,,-6.269037,106.86664,1,,0,2,,
B02639P,,Ps. Lenteng Agung,,-6.331072,106.83286,1,,0,2,,
B02640P,,Ps. Lokbin Muria,,-6.220614,106.83827,1,,0,2,,
B02641P,,Ps. Lontar,,-6.119396,106.91019,1,,0,2,,
B02642P,,Ps. Malaka Rorotan,,-6.13998,106.95493,1,,0,2,,
B02643P,,Ps. Mandiri Kelapa Gading,,-6.160819,106.90862,1,,0,2,,
B02644P,,Ps. Mede,,-6.286739,106.79553,1,,0,2,,
B02645P,,Ps. Menteng Pulo,,-6.221436,106.84529,1,,0,2,,
B02647P,,Pasar Minggu,,-6.284413,106.84414,1,,0,2,,
B02648P,,Ps. Mini Halim,,-6.251402,106.88812,1,,0,2,,
B02649P,,Ps. Mitra,,-6.145437,106.80695,1,,0,2,,
B02650P,,Ps. Muara Karang,,-6.116367,106.77824,1,,0,2,,
B02652P,,Ps. Pagi Kayu Putih Selatan,,-6.187645,106.8971,1,,0,2,,
B02653P,,Ps. Pagi Mangga Dua,,-6.136636,106.82182,1,,0,2,,
B02656P,,Ps. Palmerah 2,,-6.207194,106.79624,1,,0,2,,
B02657P,,Ps. Patra,,-6.182096,106.78002,1,,0,2,,
B02659P,,Ps. Pejagalan,,-6.137452,106.80728,1,,0,2,,
B02660P,,Ps. Pengampuan,,-6.199338,106.76094,1,,0,2,,
B02661P,,Ps. Pesanggrahan 2,,-6.251811,106.75631,1,,0,2,,
B02663P,,Ps. Pisang Rawa Buaya,,-6.156887,106.72783,1,,0,2,,
B02664P,,Ps. Poncol,,-6.174945,106.84557,1,,0,2,,
B02665P,,Ps. Pondok Bambu 1,,-6.238102,106.90243,1,,0,2,,
B02666P,,Ps. Pondok Bambu 2,,-6.23817,106.90256,1,,0,2,,
B02667P,,Ps. Pondok Gede,,-6.285665,106.91158,1,,0,2,,
B02668P,,Ps. Pondok Labu,,-6.312034,106.79409,1,,0,2,,
B02669P,,Ps. Pos Pengumben,,-6.2178,106.76969,1,,0,2,,
B02670P,,Ps. Pulo Gadung 1,,-6.187336,106.90597,1,,0,2,,
B02671P,,Ps. Pulo Gadung 2,,-6.18751,106.90589,1,,0,2,,
B02672P,,Ps. Pulo Gadung 3,,-6.186328,106.90568,1,,0,2,,
B02673P,,Ps. Pulo Gadung 4,,-6.186369,106.90572,1,,0,2,,
B02674P,,Ps. Puri,,-6.184311,106.75371,1,,0,2,,
B02676P,,Ps. Rawasari,,-6.185624,106.87178,1,,0,2,,
B02678P,,Ps. Santa,,-6.238971,106.8126,1,,0,2,,
B02679P,,Ps. Sayur Cipulir,,-6.237807,106.7674,1,,0,2,,
B02680P,,Ps. Senen Jaya,,-6.177735,106.84216,1,,0,2,,
B02681P,,Ps. Serdang 1,,-6.156262,106.86474,1,,0,2,,
B02683P,,Ps. Sinar Lagoa 1,,-6.111659,106.90764,1,,0,2,,
B02684P,,Ps. Sinar Lagoa 2,,-6.111862,106.90767,1,,0,2,,
B02685P,,Ps. Slipi,,-6.190082,106.79564,1,,0,2,,
B02686P,,Ps. Sukapura,,-6.141104,106.92196,1,,0,2,,
B02687P,,Ps. Sumur Batu 1,,-6.164134,106.86486,1,,0,2,,
B02688P,,Ps. Sumur Batu 2,,-6.164781,106.86461,1,,0,2,,
B02689P,,Ps. Tebet Barat,,-6.239925,106.84775,1,,0,2,,
B02690P,,Ps. Tekstil Mangga Dua,,-6.135953,106.82635,1,,0,2,,
B02691P,,Ps. Timbul,,-6.17289,106.79538,1,,0,2,,
B02692P,,Ps. Tomas,,-6.179192,106.81306,1,,0,2,,
B02693P,,Ps. Ujung Menteng,,-6.190104,106.96693,1,,0,2,,
B02694P,,Ps. Ular Plumpang,,-6.130359,106.89453,1,,0,2,,
B02695P,,Ps. Warung Buncit,,-6.255166,106.82493,1,,0,2,,
B02696P,,Patal Senayan,,-6.218636,106.79227,1,,0,2,,
B02697P,,Patra Kuningan 1,,-6.233264,106.8318,1,,0,2,,
B02698P,,PAUD Bintang Pondok Bambu,,-6.24536,106.90575,1,,0,2,,
B02699P,,PAUD Tunas Bahari,,-6.237005,106.91505,1,,0,2,,
B02700P,,PD Pal Jaya,,-6.204776,106.83034,1,,0,2,,
B02701P,,Pecenongan 1,,-6.16695,106.82572,1,,0,2,,
B02702P,,Pecenongan 2,,-6.167856,106.8275,1,,0,2,,
B02704P,,Pedati,,-6.225717,106.87473,1,,0,2,,
B02705P,,Pedati 1,,-6.223885,106.87445,1,,0,2,,
B02706P,,Pedati 2,,-6.222237,106.87435,1,,0,2,,
B02707P,,Pedati Prumpung 1,,-6.219904,106.87421,1,,0,2,,
B02708P,,Pejambon,,-6.175454,106.83269,1,,0,2,,
B02709P,,Pelabuhan Kali Adem,,-6.104615,106.77094,1,,0,2,,
B02710P,,Pelabuhan Sunda Kelapa,,-6.125917,106.81076,1,,0,2,,
B02711P,,Pemadam Ciracas,,-6.328502,106.87906,1,,0,2,,
B02712P,,Pemadam Grogol Utara,,-6.213835,106.77772,1,,0,2,,
B02713P,,Pemadam Jagakarsa,,-6.315585,106.81166,1,,0,2,,
B02714P,,Pemadam Jakpus,,-6.161338,106.80889,1,,0,2,,
B02715P,,Pemadam Kelapa Gading,,-6.176102,106.90423,1,,0,2,,
B02716P,,Pemadam Mampang Prapatan,,-6.239988,106.82684,1,,0,2,,
B02717P,,Pemadam Pondok Kelapa Raya,,-6.238668,106.93425,1,,0,2,,
B02719P,,Pemadam Sektor V Cempaka Putih,,-6.17417,106.86025,1,,0,2,,
B02720P,,Pemadam Tj. Duren,,-6.17371,106.78793,1,,0,2,,
B02721P,,Pemakaman Kramat Mengkok,,-6.139148,106.92206,1,,0,2,,
B02725P,,Pengadegan Barat II,,-6.249435,106.85148,1,,0,2,,
B02726P,,Pengadegan Barat III,,-6.250035,106.85296,1,,0,2,,
B02727P,,Pengadegan Barat VI,,-6.250117,106.85397,1,,0,2,,
B02728P,,Pengadegan Barat VII,,-6.250143,106.85423,1,,0,2,,
B02729P,,Pengadegan Barat XIII,,-6.250622,106.854464,1,,0,2,,
B02731P,,Pengadilan Agama 1A Jaktim,,-6.340105,106.87746,1,,0,2,,
B02732P,,Pengadilan Negeri Jaksel 1,,-6.281672,106.81949,1,,0,2,,
B02733P,,Pengadilan Negeri Jaksel 2,,-6.280584,106.81982,1,,0,2,,
B02734P,,Pengadilan Negeri Jakut,,-6.126807,106.85654,1,,0,2,,
B02735P,,Pengayoman,,-6.175358,106.64801,1,,0,2,,
B02736P,,Perdatam,,-6.249502,106.84284,1,,0,2,,
B02737P,,Perempatan Cempaka Putih Barat XXVI,,-6.176166,106.86402,1,,0,2,,
B02738P,,Perempatan Cempaka Putih Timur,,-6.176506,106.8732,1,,0,2,,
B02739P,,Perempatan Jln. Cempaka Putih Tengah XIII,,-6.176256,106.87065,1,,0,2,,
B02740P,,Perempatan Warakas Gg 13,,-6.123253,106.87623,1,,0,2,,
B02741P,,Perguruan Advent VII Rawamangun,,-6.198145,106.88812,1,,0,2,,
B02743P,,Perlintasan Bintaro Puspita 1,,-6.264875,106.7569,1,,0,2,,
B02744P,,Perlintasan Bintaro Puspita 2,,-6.264838,106.75679,1,,0,2,,
B02745P,,Perlintasan KA Rajawali,,-6.147838,106.83729,1,,0,2,,
B02746P,,Perlintasan Kereta Api Kebayoran,,-6.240914,106.78098,1,,0,2,,
B02747P,,Permai Koja 1,,-6.113894,106.89287,1,,0,2,,
B02748P,,Permai Koja 2,,-6.113777,106.89326,1,,0,2,,
B02749P,,Permata Eksekutif 1,,-6.216906,106.76541,1,,0,2,,
B02750P,,Permata Eksekutif 2,,-6.216798,106.76524,1,,0,2,,
B02751P,,Permata Hijau 1,,-6.22257,106.79028,1,,0,2,,
B02752P,,Permata Hijau RS Medika 1,,-6.218855,106.77808,1,,0,2,,
B02753P,,Permata Hijau RS Medika 2,,-6.218114,106.777,1,,0,2,,
B02754P,,Perpustakaan Dan Arsip Jakbar,,-6.173831,106.77931,1,,0,2,,
B02756P,,Perpustakaan Umum Daerah,,-6.222302,106.83261,1,,0,2,,
B02757P,,Persada Purnawira Halim,,-6.259498,106.88584,1,,0,2,,
B02758P,,Persahabatan,,-6.20222,106.88512,1,,0,2,,
B02760P,,Pertamina Kalideres Daan Mogot,,-6.15571,106.70927,1,,0,2,,
B02761P,,Pertamina Kilang Minyak,,-6.108789,106.90537,1,,0,2,,
B02762P,,Pertani,,-6.256308,106.84325,1,,0,2,,
B02763P,,Pertigaan Al Baidho 1,,-6.293971,106.90439,1,,0,2,,
B02765P,,Pertigaan Al-Baidho,,-6.295983,106.9,1,,0,2,,
B02766P,,Pertigaan Bintaro Taman Barat,,-6.268807,106.75359,1,,0,2,,
B02767P,,Pertigaan Cedang 1,,-6.301603,106.9125,1,,0,2,,
B02768P,,Pertigaan Cedang 2,,-6.301587,106.91226,1,,0,2,,
B02769P,,Pertigaan Cedang 3,,-6.301885,106.91237,1,,0,2,,
